Material Quantity (gm),Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Refined Aggregator,Formulation Duration (hrs),Compression Strength MPa,Material Quantity (gm),Refined Aggregator,Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Formulation Duration (hrs),Material Quantity (gm)^2,Material Quantity (gm) Refined Aggregator,Material Quantity (gm) Additive Catalyst (gm),Material Quantity (gm) Ash Component (gm),Material Quantity (gm) Water Mix (ml),Material Quantity (gm) Plasticizer (gm),Material Quantity (gm) Moderate Aggregator,Material Quantity (gm) Formulation Duration (hrs),Refined Aggregator^2,Refined Aggregator Additive Catalyst (gm),Refined Aggregator Ash Component (gm),Refined Aggregator Water Mix (ml),Refined Aggregator Plasticizer (gm),Refined Aggregator Moderate Aggregator,Refined Aggregator Formulation Duration (hrs),Additive Catalyst (gm)^2,Additive Catalyst (gm) Ash Component (gm),Additive Catalyst (gm) Water Mix (ml),Additive Catalyst (gm) Plasticizer (gm),Additive Catalyst (gm) Moderate Aggregator,Additive Catalyst (gm) Formulation Duration (hrs),Ash Component (gm)^2,Ash Component (gm) Water Mix (ml),Ash Component (gm) Plasticizer (gm),Ash Component (gm) Moderate Aggregator,Ash Component (gm) Formulation Duration (hrs),Water Mix (ml)^2,Water Mix (ml) Plasticizer (gm),Water Mix (ml) Moderate Aggregator,Water Mix (ml) Formulation Duration (hrs),Plasticizer (gm)^2,Plasticizer (gm) Moderate Aggregator,Plasticizer (gm) Formulation Duration (hrs),Moderate Aggregator^2,Moderate Aggregator Formulation Duration (hrs),Formulation Duration (hrs)^2
308.0,77.37,207.71,249.47,29.78,1048.84,748.15,55.64,73.58,308.0,748.15,77.37,207.71,249.47,29.78,1048.84,55.64,94864.0,230430.19999999998,23829.960000000003,63974.68,76836.76,9172.24,323042.72,17137.12,559728.4225,57884.3655,155398.2365,186640.9805,22279.907,784689.646,41627.066,5986.116900000001,16070.522700000001,19301.4939,2304.0786000000003,81148.7508,4304.866800000001,43143.4441,51817.413700000005,6185.603800000001,217854.5564,11556.984400000001,62235.2809,7429.216600000001,261654.11479999998,13880.5108,886.8484000000001,31234.4552,1656.9592,1100065.3456,58357.457599999994,3095.8096
249.27,48.55,171.58,268.5,24.31,999.59,737.88,92.2,71.46,249.27,737.88,48.55,171.58,268.5,24.31,999.59,92.2,62135.532900000006,183931.3476,12102.0585,42769.746600000006,66928.99500000001,6059.7537,249167.7993,22982.694000000003,544466.8944,35824.074,126605.4504,198120.78,17937.8628,737577.4692,68032.53600000001,2357.1024999999995,8330.209,13035.675,1180.2504999999999,48530.0945,4476.3099999999995,29439.696400000004,46069.23,4171.1098,171509.6522,15819.676000000001,72092.25,6527.235,268389.91500000004,24755.7,590.9761,24300.0329,2241.382,999180.1681,92162.198,8500.84
376.82,167.31,154.91,282.99,3.58,972.59,654.88,292.56,51.73,376.82,654.88,167.31,154.91,282.99,3.58,972.59,292.56,141993.3124,246771.8816,63045.7542,58373.1862,106636.2918,1349.0156,366491.3638,110242.4592,428867.8144,109567.9728,101447.4608,185324.49120000002,2344.4704,636929.7392000001,191591.6928,27992.6361,25917.9921,47347.0569,598.9698,162724.03290000002,48948.2136,23997.108099999998,43837.9809,554.5778,150663.9169,45320.4696,80083.3401,1013.1042000000001,275233.2441,82791.55440000001,12.8164,3481.8722000000002,1047.3648,945931.3081,284540.9304,85591.3536
442.95,111.54,24.4,234.92,23.12,1034.21,706.49,219.04,73.39,442.95,706.49,111.54,24.4,234.92,23.12,1034.21,219.04,196204.70249999998,312939.7455,49406.643000000004,10807.98,104057.814,10241.004,458103.3195,97023.768,499128.1201,78801.8946,17238.356,165968.63079999998,16334.0488,730659.0229,154749.5696,12441.171600000001,2721.576,26202.9768,2578.8048000000003,115355.78340000001,24431.7216,595.3599999999999,5732.048,564.128,25234.724,5344.575999999999,55187.40639999999,5431.3504,242956.6132,51456.8768,534.5344,23910.935200000004,5064.2048,1069590.3241,226533.3584,47978.5216
307.16,143.24,212.47,279.23,12.35,840.68,745.96,22.28,73.08,307.16,745.96,143.24,212.47,279.23,12.35,840.68,22.28,94347.26560000001,229129.07360000003,43997.59840000001,65262.285200000006,85768.28680000002,3793.4260000000004,258223.26880000002,6843.524800000001,556456.3216,106851.31040000002,158494.1212,208294.4108,9212.606,627113.6528,16619.988800000003,20517.697600000003,30434.202800000003,39996.90520000001,1769.0140000000001,120419.0032,3191.3872000000006,45143.5009,59327.998100000004,2624.0045,178619.27959999998,4733.8316,77969.3929,3448.4905000000003,234743.0764,6221.2444000000005,152.52249999999998,10382.398,275.158,706742.8623999999,18730.3504,496.39840000000004
498.77,386.35,62.45,234.98,18.62,1071.94,1003.76,155.85,35.93,498.77,1003.76,386.35,62.45,234.98,18.62,1071.94,155.85,248771.51289999997,500645.37519999995,192699.7895,31148.1865,117200.97459999999,9287.0974,534651.5138,77733.3045,1007534.1376,387802.67600000004,62684.812000000005,235863.52479999998,18690.0112,1075970.4944,156435.99599999998,149266.3225,24127.557500000003,90784.523,7193.837,414144.01900000003,60212.6475,3900.0025000000005,14674.501,1162.8190000000002,66942.653,9732.8325,55215.600399999996,4375.3276,251884.4612,36621.632999999994,346.7044,19959.522800000002,2901.927,1149055.3636,167061.84900000002,24289.2225
463.84,44.35,239.2,299.17,4.41,1155.43,652.84,303.26,53.12,463.84,652.84,44.35,239.2,299.17,4.41,1155.43,303.26,215147.54559999998,302813.3056,20571.304,110950.52799999999,138767.0128,2045.5344,535934.6512,140664.11839999998,426200.06560000003,28953.454,156159.328,195310.14280000003,2879.0244000000002,754310.9212000001,197980.2584,1966.9225000000001,10608.52,13268.1895,195.58350000000002,51243.3205,13449.581,57216.63999999999,71561.464,1054.872,276378.856,72539.792,89502.68890000001,1319.3397000000002,345669.9931,90726.2942,19.4481,5095.4463000000005,1337.3766,1335018.4849,350395.7018,91966.62759999999
187.32,288.61,224.43,208.17,13.27,904.3,926.35,275.41,52.02,187.32,926.35,288.61,224.43,208.17,13.27,904.3,275.41,35088.7824,173523.882,54062.4252,42040.2276,38994.4044,2485.7364,169393.476,51589.8012,858124.3225,267353.87350000005,207900.7305,192838.2795,12292.6645,837698.3049999999,255126.05350000004,83295.73210000001,64772.742300000005,60079.943699999996,3829.8547,260990.023,79486.0801,50368.8249,46719.5931,2978.1861,202952.049,61810.26630000001,43334.74889999999,2762.4159,188248.13099999996,57332.0997,176.0929,12000.061,3654.6907,817758.4899999999,249053.263,75850.66810000001
254.8,81.03,167.19,218.51,24.74,881.36,778.28,198.05,55.67,254.8,778.28,81.03,167.19,218.51,24.74,881.36,198.05,64923.04000000001,198305.744,20646.444,42600.012,55676.348,6303.7519999999995,224570.52800000002,50463.14000000001,605719.7583999999,63064.028399999996,130120.6332,170061.96279999998,19254.6472,685944.8608,154138.354,6565.860900000001,13547.4057,17705.8653,2004.6822,71416.6008,16047.991500000002,27952.4961,36532.6869,4136.2806,147354.5784,33111.9795,47746.62009999999,5405.9374,192585.9736,43275.9055,612.0676,21804.8464,4899.757,776795.4496,174553.34800000003,39223.802500000005
642.14,267.86,190.91,219.25,18.42,1107.0,739.15,310.83,50.09,642.14,739.15,267.86,190.91,219.25,18.42,1107.0,310.83,412343.7796,474637.78099999996,172003.6204,122590.94739999999,140789.195,11828.2188,710848.98,199596.3762,546342.7224999999,197988.719,141111.12649999998,162058.63749999998,13615.143,818239.0499999999,229749.99449999997,71748.9796,51137.1526,58728.305,4933.981200000001,296521.02,83258.9238,36446.6281,41857.0175,3516.5622000000003,211337.37,59340.55529999999,48070.5625,4038.5850000000005,242709.75,68149.4775,339.29640000000006,20390.940000000002,5725.488600000001,1225449.0,344088.81,96615.28889999999
242.29,161.53,0.0,234.24,0.0,1003.49,846.67,195.25,46.73,242.29,846.67,161.53,0.0,234.24,0.0,1003.49,195.25,58704.44409999999,205139.67429999998,39137.1037,0.0,56754.0096,0.0,243135.59209999998,47307.1225,716850.0889,136762.6051,0.0,198323.9808,0.0,849624.8783,165312.3175,26091.9409,0.0,37836.7872,0.0,162093.7397,31538.732500000002,0.0,0.0,0.0,0.0,0.0,54868.37760000001,0.0,235057.4976,45735.36,0.0,0.0,0.0,1006992.1801,195931.42250000002,38122.5625
576.39,278.37,62.79,153.63,1.72,967.59,648.68,352.19,51.51,576.39,648.68,278.37,62.79,153.63,1.72,967.59,352.19,332225.4321,373892.6652,160449.6843,36191.528099999996,88550.7957,991.3908,557709.2001,202998.7941,420785.74239999993,180573.05159999998,40730.61719999999,99656.70839999999,1115.7296,627656.2812,228458.60919999998,77489.8569,17478.8523,42765.9831,478.7964,269348.0283,98039.1303,3942.5841,9646.4277,107.9988,60754.9761,22114.0101,23602.1769,264.2436,148650.8517,54106.9497,2.9583999999999997,1664.2548,605.7668,936230.4081000001,340775.5221,124037.79609999999
167.45,14.94,81.13,176.59,21.19,1100.35,626.0,148.83,53.47,167.45,626.0,14.94,81.13,176.59,21.19,1100.35,148.83,28039.502499999995,104823.7,2501.7029999999995,13585.218499999999,29569.995499999997,3548.2655,184253.60749999998,24921.5835,391876.0,9352.44,50787.38,110545.34,13264.94,688819.1,93167.58,223.2036,1212.0821999999998,2638.2545999999998,316.5786,16439.229,2223.5202,6582.076899999999,14326.7467,1719.1447,89271.39549999998,12074.5779,31184.0281,3741.9421,194310.80649999998,26281.889700000003,449.01610000000005,23316.4165,3153.7077000000004,1210770.1224999998,163765.0905,22150.368900000005
360.75,0.0,116.63,209.23,10.86,979.59,881.23,71.25,54.57,360.75,881.23,0.0,116.63,209.23,10.86,979.59,71.25,130140.5625,317903.72250000003,0.0,42074.2725,75479.7225,3917.745,353387.0925,25703.4375,776566.3129,0.0,102777.85489999999,184379.7529,9570.157799999999,863244.0957000001,62787.637500000004,0.0,0.0,0.0,0.0,0.0,0.0,13602.5569,24402.494899999998,1266.6018,114249.5817,8309.887499999999,43777.192899999995,2272.2378,204959.6157,14907.637499999999,117.93959999999998,10638.3474,773.775,959596.5681,69795.7875,5076.5625
168.65,87.48,50.94,223.16,3.74,1139.98,805.83,358.63,72.63,168.65,805.83,87.48,50.94,223.16,3.74,1139.98,358.63,28442.822500000002,135903.22950000002,14753.502,8591.030999999999,37635.934,630.7510000000001,192257.627,60482.9495,649361.9889000001,70494.0084,41048.9802,179829.0228,3013.8042000000005,918630.0834,288994.8129,7652.750400000001,4456.2312,19522.0368,327.1752,99725.4504,31372.952400000002,2594.8835999999997,11367.7704,190.5156,58070.5812,18268.6122,49800.3856,834.6184000000001,254397.9368,80031.8708,13.987600000000002,4263.5252,1341.2762,1299554.4004,408831.0274,128615.4769
277.71,167.71,179.36,242.8,27.52,835.69,798.76,321.06,50.06,277.71,798.76,167.71,179.36,242.8,27.52,835.69,321.06,77122.84409999999,221823.6396,46574.744099999996,49810.0656,67427.988,7642.579199999999,232079.4699,89161.5726,638017.5376,133960.03960000002,143265.59360000002,193938.928,21981.8752,667515.7444000001,256449.8856,28126.6441,30080.465600000003,40719.988000000005,4615.3792,140153.5699,53844.9726,32170.009600000005,43548.60800000001,4935.9872000000005,149889.35840000003,57585.3216,58951.840000000004,6681.856,202905.53200000004,77953.368,757.3503999999999,22998.1888,8835.5712,698377.7761000001,268306.6314,103079.5236
406.26,0.0,0.0,234.24,0.0,955.08,864.21,43.25,35.81,406.26,864.21,0.0,0.0,234.24,0.0,955.08,43.25,165047.1876,351093.9546,0.0,0.0,95162.34240000001,0.0,388010.8008,17570.745,746858.9241000001,0.0,0.0,202432.5504,0.0,825389.6868,37377.082500000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54868.37760000001,0.0,223717.93920000002,10130.880000000001,0.0,0.0,0.0,912177.8064000001,41307.21,1870.5625
152.35,259.86,178.88,255.39,19.57,1159.57,868.17,57.75,19.6,152.35,868.17,259.86,178.88,255.39,19.57,1159.57,57.75,23210.5225,132265.6995,39589.671,27252.368,38908.6665,2981.4895,176660.4895,8798.2125,753719.1488999999,225602.6562,155298.24959999998,221721.93629999997,16990.0869,1006703.8868999999,50136.8175,67527.21960000001,46483.7568,66365.6454,5085.4602,301325.8602,15006.915,31998.054399999997,45684.163199999995,3500.6816,207423.8816,10330.32,65224.05209999999,4997.9823,296142.58229999995,14748.7725,382.98490000000004,22692.7849,1130.1675,1344602.5849,66965.1675,3335.0625
321.36,76.3,52.18,199.57,35.34,1098.5,841.79,229.68,67.72,321.36,841.79,76.3,52.18,199.57,35.34,1098.5,229.68,103272.24960000001,270517.6344,24519.768,16768.5648,64133.8152,11356.862400000002,353013.96,73809.9648,708610.4040999999,64228.577,43924.6022,167996.03029999998,29748.858600000003,924706.315,193342.3272,5821.69,3981.334,15227.190999999999,2696.442,83815.55,17524.584,2722.7524,10413.5626,1844.0412000000001,57319.73,11984.7024,39828.1849,7052.803800000001,219227.645,45837.2376,1248.9156000000003,38820.990000000005,8116.891200000001,1206702.25,252303.48,52752.902400000006
303.22,263.07,84.26,292.92,28.82,1136.25,980.39,221.32,50.71,303.22,980.39,263.07,84.26,292.92,28.82,1136.25,221.32,91942.36840000002,297273.8558,79768.08540000001,25549.317200000005,88819.20240000001,8738.8004,344533.72500000003,67108.6504,961164.5521,257911.1973,82607.6614,287175.8388,28254.8398,1113968.1375,216979.9148,69205.82489999999,22166.2782,77058.4644,7581.6774,298913.2875,58222.6524,7099.747600000001,24681.439200000004,2428.3732,95740.425,18648.4232,85802.12640000001,8441.9544,332830.35000000003,64829.0544,830.5924,32746.725,6378.4424,1291064.0625,251474.85,48982.5424
457.5,114.44,0.0,154.45,28.55,873.95,1018.05,22.25,51.18,457.5,1018.05,114.44,0.0,154.45,28.55,873.95,22.25,209306.25,465757.875,52356.299999999996,0.0,70660.875,13061.625,399832.125,10179.375,1036425.8024999999,116505.64199999999,0.0,157237.82249999998,29065.3275,889724.7975,22651.6125,13096.5136,0.0,17675.257999999998,3267.262,100014.838,2546.29,0.0,0.0,0.0,0.0,0.0,23854.802499999998,4409.5475,134981.57749999998,3436.5125,815.1025000000001,24951.272500000003,635.2375000000001,763788.6025,19445.3875,495.0625
291.33,15.16,202.06,173.08,22.99,1143.61,991.47,227.41,50.0,291.33,991.47,15.16,202.06,173.08,22.99,1143.61,227.41,84873.16889999999,288844.9551,4416.5628,58866.1398,50423.3964,6697.676699999999,333167.90129999997,66251.3553,983012.7609000001,15030.6852,200336.4282,171603.6276,22793.8953,1133855.0067,225470.1927,229.8256,3063.2296,2623.8928,348.5284,17337.1276,3447.5356,40828.2436,34972.5448,4645.359399999999,231077.83659999998,45950.4646,29956.686400000006,3979.1092,197936.0188,39360.122800000005,528.5400999999999,26291.593899999996,5228.1559,1307843.8320999998,260068.35009999998,51715.3081
344.72,19.91,242.87,246.44,12.3,875.76,939.01,16.38,57.04,344.72,939.01,19.91,242.87,246.44,12.3,875.76,16.38,118831.87840000002,323695.5272,6863.3752,83722.14640000001,84952.79680000001,4240.0560000000005,301891.98720000003,5646.5136,881739.7801,18695.6891,228057.3587,231409.6244,11549.823,822347.3976,15380.983799999998,396.4081,4835.5417,4906.6204,244.89300000000003,17436.3816,326.12579999999997,58985.8369,59852.8828,2987.3010000000004,212695.83120000002,3978.2106,60732.6736,3031.212,215822.29439999998,4036.6872,151.29000000000002,10771.848,201.474,766955.5776,14344.948799999998,268.3044
338.04,255.08,208.45,225.89,35.09,1014.72,746.7,28.01,69.04,338.04,746.7,255.08,208.45,225.89,35.09,1014.72,28.01,114271.04160000001,252414.46800000002,86227.24320000001,70464.438,76359.8556,11861.823600000002,343015.9488,9468.5004,557560.89,190468.23600000003,155649.615,168672.063,26201.703000000005,757691.4240000001,20915.067000000003,65065.80640000001,53171.426,57620.0212,8950.757200000002,258834.77760000003,7144.790800000001,43451.4025,47086.77049999999,7314.5105,211518.384,5838.6845,51026.29209999999,7926.480100000001,229215.1008,6327.1789,1231.3081000000002,35606.52480000001,982.8709000000001,1029656.6784000001,28422.307200000003,784.5601
632.35,245.71,166.78,222.45,22.46,921.26,740.45,305.29,63.35,632.35,740.45,245.71,166.78,222.45,22.46,921.26,305.29,399866.5225,468223.55750000005,155374.71850000002,105463.333,140666.2575,14202.581000000002,582558.761,193050.13150000002,548266.2025,181935.9695,123492.251,164713.1025,16630.507,682146.9670000001,226051.98050000003,60373.40410000001,40979.5138,54658.1895,5518.6466,226362.7946,75012.8059,27815.5684,37100.210999999996,3745.8788,153647.7428,50916.266200000005,49484.002499999995,4996.227,204934.28699999998,67911.7605,504.45160000000004,20691.4996,6856.813400000001,848719.9876,281251.46540000004,93201.98410000002
498.12,40.7,156.94,222.91,3.98,982.56,796.69,128.88,65.36,498.12,796.69,40.7,156.94,222.91,3.98,982.56,128.88,248123.5344,396847.22280000005,20273.484,78174.9528,111035.9292,1982.5176,489432.78719999996,64197.7056,634714.9561000001,32425.283000000003,125032.5286,177590.1679,3170.8262000000004,782795.7264,102677.4072,1656.4900000000002,6387.4580000000005,9072.437,161.98600000000002,39990.192,5245.416,24630.1636,34983.4954,624.6212,154202.96639999998,20226.4272,49688.8681,887.1818,219022.4496,28728.640799999997,15.8404,3910.5888,512.9424,965424.1535999998,126632.33279999999,16610.054399999997
383.6,55.86,113.93,168.54,36.59,846.17,626.51,374.6,65.4,383.6,626.51,55.86,113.93,168.54,36.59,846.17,374.6,147148.96000000002,240329.236,21427.896,43703.548,64651.944,14035.924000000003,324590.812,143696.56000000003,392514.7801,34996.8486,71378.2843,105591.9954,22924.000900000003,530133.9667,234690.646,3120.3396,6364.129800000001,9414.6444,2043.9174000000003,47267.0562,20925.156000000003,12980.0449,19201.7622,4168.698700000001,96404.1481,42678.17800000001,28405.731599999996,6166.8786,142613.4918,63135.084,1338.8281000000002,30961.3603,13706.614000000001,716003.6688999999,316975.282,140325.16
218.8,126.25,39.09,261.8,1.06,1080.86,906.58,120.45,65.74,218.8,906.58,126.25,39.09,261.8,1.06,1080.86,120.45,47873.44,198359.70400000003,27623.5,8552.892000000002,57281.840000000004,231.92800000000003,236492.16799999998,26354.460000000003,821887.2964000001,114455.725,35438.2122,237342.64400000003,960.9748000000001,979886.0588,109197.561,15939.0625,4935.1125,33052.25,133.82500000000002,136458.57499999998,15206.8125,1528.0281000000002,10233.762,41.43540000000001,42250.8174,4708.3905,68539.24,277.50800000000004,282969.148,31533.81,1.1236000000000002,1145.7115999999999,127.677,1168258.3395999998,130189.58699999998,14508.202500000001
368.63,382.0,134.26,173.46,21.99,916.42,841.99,84.34,63.08,368.63,841.99,382.0,134.26,173.46,21.99,916.42,84.34,135888.0769,310382.7737,140816.66,49492.26379999999,63942.5598,8106.173699999999,337819.9046,31090.2542,708947.1601,321640.18,113045.5774,146051.5854,18515.360099999998,771616.4758,71013.4366,145924.0,51287.32,66261.72,8400.18,350072.44,32217.88,18025.7476,23288.7396,2952.3773999999994,123038.54919999998,11323.4884,30088.371600000002,3814.3854,158962.2132,14629.6164,483.5600999999999,20152.0758,1854.6366,839825.6163999999,77290.8628,7113.235600000001
164.73,81.77,192.47,282.81,11.98,944.8,927.94,78.62,72.74,164.73,927.94,81.77,192.47,282.81,11.98,944.8,78.62,27135.972899999997,152859.5562,13469.972099999999,31705.583099999996,46587.2913,1973.4654,155636.90399999998,12951.0726,861072.6436000001,75877.6538,178600.6118,262430.71140000003,11116.721200000002,876717.712,72954.6428,6686.332899999999,15738.2719,23125.3737,979.6046,77256.29599999999,6428.7574,37044.700899999996,54432.4407,2305.7906000000003,181845.656,15131.9914,79981.4961,3388.0638000000004,267198.888,22234.522200000003,143.52040000000002,11318.704,941.8676,892647.0399999999,74280.176,6181.104400000001
440.28,363.2,212.72,168.01,10.29,1041.38,760.17,67.03,52.0,440.28,760.17,363.2,212.72,168.01,10.29,1041.38,67.03,193846.47839999996,334687.64759999997,159909.696,93656.36159999999,73971.44279999999,4530.481199999999,458498.78640000004,29511.968399999998,577858.4288999999,276093.74399999995,161703.36239999998,127716.16169999998,7822.149299999999,791625.8346000001,50954.1951,131914.24,77259.904,61021.231999999996,3737.3279999999995,378229.216,24345.296,45249.7984,35739.087199999994,2188.8887999999997,221522.35360000003,14258.6216,28227.360099999998,1728.8228999999997,174962.2538,11261.710299999999,105.88409999999999,10715.8002,689.7387,1084472.3044000003,69803.7014,4493.0209
237.65,127.39,13.42,223.92,13.86,861.94,774.06,319.49,59.09,237.65,774.06,127.39,13.42,223.92,13.86,861.94,319.49,56477.5225,183955.359,30274.233500000002,3189.263,53214.587999999996,3293.8289999999997,204840.04100000003,75926.7985,599168.8836,98607.50339999999,10387.885199999999,173327.51519999997,10728.471599999999,667193.2764,247304.4294,16228.2121,1709.5738,28525.1688,1765.6254,109802.5366,40699.8311,180.0964,3005.0063999999998,186.00119999999998,11567.2348,4287.5558,50140.166399999995,3103.5312,193005.6048,71540.20079999999,192.09959999999998,11946.4884,4428.1314,742940.5636000001,275381.21060000005,102073.8601
301.1,0.0,152.62,174.83,14.64,1114.67,821.44,29.25,47.29,301.1,821.44,0.0,152.62,174.83,14.64,1114.67,29.25,90661.21000000002,247335.58400000003,0.0,45953.882000000005,52641.31300000001,4408.104,335627.13700000005,8807.175000000001,674763.6736000001,0.0,125368.17280000001,143612.35520000002,12025.8816,915634.5248000001,24027.120000000003,0.0,0.0,0.0,0.0,0.0,0.0,23292.864400000002,26682.554600000003,2234.3568,170120.93540000002,4464.135,30565.528900000005,2559.5112000000004,194877.75610000003,5113.7775,214.32960000000003,16318.768800000002,428.22,1242489.2089000002,32604.097500000003,855.5625
287.92,191.54,0.0,234.24,0.0,997.54,768.31,22.25,22.87,287.92,768.31,191.54,0.0,234.24,0.0,997.54,22.25,82897.92640000001,221211.81519999998,55148.1968,0.0,67442.38080000001,0.0,287211.7168,6406.22,590300.2560999999,147162.09739999997,0.0,179968.9344,0.0,766419.9574,17094.8975,36687.571599999996,0.0,44866.3296,0.0,191068.8116,4261.764999999999,0.0,0.0,0.0,0.0,0.0,54868.37760000001,0.0,233663.7696,5211.84,0.0,0.0,0.0,995086.0515999999,22195.265,495.0625
622.11,132.29,215.01,232.06,2.85,953.89,975.22,266.15,70.11,622.11,975.22,132.29,215.01,232.06,2.85,953.89,266.15,387020.8521,606694.1142000001,82298.9319,133759.8711,144366.84660000002,1773.0135,593424.5079,165574.5765,951054.0484000001,129011.8538,209682.0522,226309.5532,2779.377,930252.6058,259554.80299999999,17500.644099999998,28443.672899999998,30699.217399999998,377.0265,126190.1081,35208.983499999995,46229.30009999999,49895.2206,612.7785,205095.8889,57224.911499999995,53851.8436,661.371,221359.7134,61762.76899999999,8.1225,2718.5865,758.5274999999999,909906.1320999999,253877.82349999997,70835.8225
250.9,43.48,184.69,157.67,21.84,843.82,1005.15,370.24,56.11,250.9,1005.15,43.48,184.69,157.67,21.84,843.82,370.24,62950.810000000005,252192.135,10909.132,46338.721,39559.403,5479.656,211714.43800000002,92893.216,1010326.5225,43703.922,185641.1535,158482.0005,21952.476,848165.6730000001,372146.736,1890.5103999999997,8030.321199999999,6855.491599999999,949.6031999999999,36689.2936,16098.035199999998,34110.3961,29120.072299999996,4033.6295999999998,155845.1158,68379.6256,24859.828899999997,3443.5127999999995,133045.0994,58375.7408,476.9856,18429.0288,8086.0416000000005,712032.1924,312415.9168,137077.6576
507.99,36.45,4.35,186.07,10.73,1077.78,831.09,154.71,66.89,507.99,831.09,36.45,4.35,186.07,10.73,1077.78,154.71,258053.8401,422185.40910000005,18516.235500000003,2209.7565,94521.6993,5450.7327000000005,547501.4622,78591.13290000001,690710.5881,30293.230500000005,3615.2414999999996,154640.9163,8917.5957,895732.1802000001,128577.93390000002,1328.6025000000002,158.5575,6782.2515,391.10850000000005,39285.081000000006,5639.179500000001,18.922499999999996,809.4044999999999,46.6755,4688.343,672.9884999999999,34622.0449,1996.5311,200542.52459999998,28786.8897,115.1329,11564.5794,1660.0383000000002,1161609.7284,166743.3438,23935.184100000002
460.57,334.75,51.46,288.32,32.79,1068.55,849.87,216.96,33.29,460.57,849.87,334.75,51.46,288.32,32.79,1068.55,216.96,212124.7249,391424.6259,154175.8075,23700.9322,132791.5424,15102.0903,492142.0735,99925.2672,722279.0169,284493.9825,43734.3102,245034.5184,27867.2373,908128.5885,184387.7952,112057.5625,17226.235,96515.12,10976.4525,357697.1125,72627.36,2648.1316,14836.9472,1687.3734,54987.583,11164.7616,83128.4224,9454.0128,308084.33599999995,62553.9072,1075.1841,35037.754499999995,7114.1184,1141799.1024999998,231832.608,47071.6416
559.23,3.93,25.42,193.67,15.56,1173.44,1015.47,106.8,58.65,559.23,1015.47,3.93,25.42,193.67,15.56,1173.44,106.8,312738.1929,567881.2881,2197.7739,14215.626600000001,108306.0741,8701.6188,656222.8512,59725.764,1031179.3209,3990.7971000000002,25813.247400000004,196666.0749,15800.7132,1191593.1168000002,108452.196,15.4449,99.90060000000001,761.1231,61.150800000000004,4611.6192,419.724,646.1764000000001,4923.0914,395.53520000000003,29828.844800000003,2714.856,37508.0689,3013.5052,227260.1248,20683.956,242.11360000000002,18258.726400000003,1661.808,1376961.4336,125323.392,11406.24
615.6,13.83,23.42,222.56,23.57,1047.24,647.42,274.57,72.81,615.6,647.42,13.83,23.42,222.56,23.57,1047.24,274.57,378963.36000000004,398551.752,8513.748,14417.352,137007.93600000002,14509.692000000001,644680.944,169025.29200000002,419152.6563999999,8953.818599999999,15162.5764,144089.7952,15259.6894,678004.1207999999,177762.1094,191.2689,323.89860000000004,3078.0048,325.9731,14483.3292,3797.3031,548.4964000000001,5212.355200000001,552.0094,24526.360800000002,6430.4294,49532.9536,5245.7392,233073.73440000002,61108.2992,555.5449,24683.4468,6471.6149,1096711.6176,287540.68679999997,75388.6849
479.46,274.35,109.95,158.51,10.42,947.01,1008.72,315.22,84.08,479.46,1008.72,274.35,109.95,158.51,10.42,947.01,315.22,229881.89159999997,483640.8912,131539.851,52716.627,75999.2046,4995.973199999999,454053.41459999996,151135.3812,1017516.0384000001,276742.33200000005,110908.76400000001,159892.2072,10510.8624,955267.9272,317968.7184,75267.92250000002,30164.782500000005,43487.2185,2858.7270000000003,259812.19350000002,86480.60700000002,12089.0025,17428.1745,1145.679,104123.7495,34658.439000000006,25125.420099999996,1651.6742,150110.5551,49965.5222,108.57639999999999,9867.8442,3284.5924000000005,896827.9401,298516.49220000004,99363.64840000002
314.05,197.59,56.0,162.59,5.62,979.44,846.63,218.48,69.21,314.05,846.63,197.59,56.0,162.59,5.62,979.44,218.48,98627.40250000001,265884.15150000004,62053.139500000005,17586.8,51061.389500000005,1764.961,307593.13200000004,68613.644,716782.3569,167285.6217,47411.28,137653.5717,4758.0606,829223.2872,184971.7224,39041.8081,11065.04,32126.1581,1110.4558,193527.54960000003,43169.4632,3136.0,9105.04,314.72,54848.64,12234.88,26435.508100000003,913.7558,159247.1496,35522.6632,31.584400000000002,5504.4528,1227.8576,959302.7136000001,213988.05120000002,47733.51039999999
493.85,373.96,72.51,238.85,2.97,884.79,714.31,195.28,50.03,493.85,714.31,373.96,72.51,238.85,2.97,884.79,195.28,243887.8225,352761.9935,184680.146,35809.063500000004,117956.07250000001,1466.7345000000003,436953.5415,96439.028,510238.7760999999,267123.36759999994,51794.6181,170612.9435,2121.5007,632014.3448999999,139490.45679999999,139846.08159999998,27115.8396,89320.34599999999,1110.6612,330876.0684,73026.90879999999,5257.700100000001,17319.0135,215.35470000000004,64156.1229,14159.7528,57049.322499999995,709.3845,211332.09149999998,46642.628,8.820900000000002,2627.8263,579.9816000000001,782853.3441,172781.7912,38134.2784
